received 50.0 MiB in 109s
received 100.0 MiB in 180s
received 150.0 MiB in 255s
received 200.2 MiB in 312s
received 250.2 MiB in 365s
received 300.0 MiB in 455s
received 350.2 MiB in 497s
received 400.1 MiB in 549s
received 450.0 MiB in 674s
received 500.0 MiB in 764s
received 550.2 MiB in 792s
received 600.0 MiB in 840s
received 650.1 MiB in 880s
received 700.0 MiB in 944s
received 750.0 MiB in 999s
received 800.2 MiB in 1084s
received 850.1 MiB in 1152s
received 900.0 MiB in 1253s
received 950.1 MiB in 1367s
[sudo] password for pi: 
633339904 bytes (633 MB, 604 MiB) copied, 64 s, 9.9 MB/s
650117120 bytes (650 MB, 620 MiB) copied, 65 s, 10.0 MB/s
666894336 bytes (667 MB, 636 MiB) copied, 66 s, 10.1 MB/s
683671552 bytes (684 MB, 652 MiB) copied, 67 s, 10.2 MB/s
700448768 bytes (700 MB, 668 MiB) copied, 68 s, 10.3 MB/s
717225984 bytes (717 MB, 684 MiB) copied, 69 s, 10.4 MB/s
734003200 bytes (734 MB, 700 MiB) copied, 70 s, 10.5 MB/s
750780416 bytes (751 MB, 716 MiB) copied, 71 s, 10.6 MB/s
767557632 bytes (768 MB, 732 MiB) copied, 72 s, 10.7 MB/s
784334848 bytes (784 MB, 748 MiB) copied, 73 s, 10.7 MB/s
801112064 bytes (801 MB, 764 MiB) copied, 74 s, 10.8 MB/s
817889280 bytes (818 MB, 780 MiB) copied, 75 s, 10.9 MB/s
838860800 bytes (839 MB, 800 MiB) copied, 76 s, 11.0 MB/s
855638016 bytes (856 MB, 816 MiB) copied, 77 s, 11.1 MB/s
872415232 bytes (872 MB, 832 MiB) copied, 78 s, 11.2 MB/s
889192448 bytes (889 MB, 848 MiB) copied, 79 s, 11.2 MB/s
905969664 bytes (906 MB, 864 MiB) copied, 80 s, 11.3 MB/s
922746880 bytes (923 MB, 880 MiB) copied, 81 s, 11.4 MB/s
939524096 bytes (940 MB, 896 MiB) copied, 82 s, 11.4 MB/s
956301312 bytes (956 MB, 912 MiB) copied, 83 s, 11.5 MB/s
973078528 bytes (973 MB, 928 MiB) copied, 84 s, 11.6 MB/s
989855744 bytes (990 MB, 944 MiB) copied, 85 s, 11.6 MB/s
1006632960 bytes (1.0 GB, 960 MiB) copied, 86 s, 11.7 MB/s
1023410176 bytes (1.0 GB, 976 MiB) copied, 87 s, 11.8 MB/s
1040187392 bytes (1.0 GB, 992 MiB) copied, 88 s, 11.8 MB/s
1056964608 bytes (1.1 GB, 1008 MiB) copied, 89 s, 11.9 MB/s
1077936128 bytes (1.1 GB, 1.0 GiB) copied, 90 s, 11.9 MB/s 
1090519040 bytes (1.1 GB, 1.0 GiB) copied, 91 s, 12.0 MB/s
1098907648 bytes (1.1 GB, 1.0 GiB) copied, 92 s, 11.9 MB/s
1115684864 bytes (1.1 GB, 1.0 GiB) copied, 93 s, 12.0 MB/s
1124073472 bytes (1.1 GB, 1.0 GiB) copied, 97 s, 11.6 MB/s
1128267776 bytes (1.1 GB, 1.1 GiB) copied, 101 s, 11.1 MB/s
1132462080 bytes (1.1 GB, 1.1 GiB) copied, 104 s, 10.8 MB/s
1136656384 bytes (1.1 GB, 1.1 GiB) copied, 109 s, 10.4 MB/s
1140850688 bytes (1.1 GB, 1.1 GiB) copied, 113 s, 10.1 MB/s
1145044992 bytes (1.1 GB, 1.1 GiB) copied, 115 s, 10.0 MB/s
1149239296 bytes (1.1 GB, 1.1 GiB) copied, 115 s, 10.0 MB/s
1153433600 bytes (1.2 GB, 1.1 GiB) copied, 115 s, 10.0 MB/s
1157627904 bytes (1.2 GB, 1.1 GiB) copied, 115 s, 10.0 MB/s
1161822208 bytes (1.2 GB, 1.1 GiB) copied, 116 s, 10.0 MB/s
1166016512 bytes (1.2 GB, 1.1 GiB) copied, 116 s, 10.1 MB/s
1170210816 bytes (1.2 GB, 1.1 GiB) copied, 116 s, 10.1 MB/s
1174405120 bytes (1.2 GB, 1.1 GiB) copied, 116 s, 10.1 MB/s
1178599424 bytes (1.2 GB, 1.1 GiB) copied, 117 s, 10.1 MB/s
1182793728 bytes (1.2 GB, 1.1 GiB) copied, 117 s, 10.1 MB/s
1186988032 bytes (1.2 GB, 1.1 GiB) copied, 117 s, 10.1 MB/s
1191182336 bytes (1.2 GB, 1.1 GiB) copied, 117 s, 10.1 MB/s
1195376640 bytes (1.2 GB, 1.1 GiB) copied, 118 s, 10.2 MB/s
1199570944 bytes (1.2 GB, 1.1 GiB) copied, 118 s, 10.2 MB/s
1203765248 bytes (1.2 GB, 1.1 GiB) copied, 118 s, 10.2 MB/s
1207959552 bytes (1.2 GB, 1.1 GiB) copied, 118 s, 10.2 MB/s
1212153856 bytes (1.2 GB, 1.1 GiB) copied, 119 s, 10.2 MB/s
1216348160 bytes (1.2 GB, 1.1 GiB) copied, 120 s, 10.1 MB/s
1220542464 bytes (1.2 GB, 1.1 GiB) copied, 124 s, 9.9 MB/s 
1224736768 bytes (1.2 GB, 1.1 GiB) copied, 128 s, 9.6 MB/s
1228931072 bytes (1.2 GB, 1.1 GiB) copied, 134 s, 9.2 MB/s
1233125376 bytes (1.2 GB, 1.1 GiB) copied, 140 s, 8.8 MB/s
1237319680 bytes (1.2 GB, 1.2 GiB) copied, 145 s, 8.6 MB/s
1241513984 bytes (1.2 GB, 1.2 GiB) copied, 151 s, 8.2 MB/s
1245708288 bytes (1.2 GB, 1.2 GiB) copied, 159 s, 7.9 MB/s
1249902592 bytes (1.2 GB, 1.2 GiB) copied, 162 s, 7.7 MB/s
1254096896 bytes (1.3 GB, 1.2 GiB) copied, 163 s, 7.7 MB/s
1258291200 bytes (1.3 GB, 1.2 GiB) copied, 164 s, 7.7 MB/s
1262485504 bytes (1.3 GB, 1.2 GiB) copied, 164 s, 7.7 MB/s
1266679808 bytes (1.3 GB, 1.2 GiB) copied, 165 s, 7.7 MB/s
1270874112 bytes (1.3 GB, 1.2 GiB) copied, 166 s, 7.7 MB/s
1275068416 bytes (1.3 GB, 1.2 GiB) copied, 166 s, 7.7 MB/s
1279262720 bytes (1.3 GB, 1.2 GiB) copied, 167 s, 7.6 MB/s
1283457024 bytes (1.3 GB, 1.2 GiB) copied, 168 s, 7.6 MB/s
1287651328 bytes (1.3 GB, 1.2 GiB) copied, 169 s, 7.6 MB/s
1291845632 bytes (1.3 GB, 1.2 GiB) copied, 169 s, 7.6 MB/s
1296039936 bytes (1.3 GB, 1.2 GiB) copied, 170 s, 7.6 MB/s
1300234240 bytes (1.3 GB, 1.2 GiB) copied, 171 s, 7.6 MB/s
1304428544 bytes (1.3 GB, 1.2 GiB) copied, 171 s, 7.6 MB/s
1308622848 bytes (1.3 GB, 1.2 GiB) copied, 172 s, 7.6 MB/s
1312817152 bytes (1.3 GB, 1.2 GiB) copied, 172 s, 7.6 MB/s
1317011456 bytes (1.3 GB, 1.2 GiB) copied, 173 s, 7.6 MB/s
1321205760 bytes (1.3 GB, 1.2 GiB) copied, 176 s, 7.5 MB/s
1325400064 bytes (1.3 GB, 1.2 GiB) copied, 180 s, 7.4 MB/s
1329594368 bytes (1.3 GB, 1.2 GiB) copied, 183 s, 7.3 MB/s
1333788672 bytes (1.3 GB, 1.2 GiB) copied, 188 s, 7.1 MB/s
1337982976 bytes (1.3 GB, 1.2 GiB) copied, 192 s, 7.0 MB/s
1342177280 bytes (1.3 GB, 1.2 GiB) copied, 197 s, 6.8 MB/s
1346371584 bytes (1.3 GB, 1.3 GiB) copied, 203 s, 6.6 MB/s
1350565888 bytes (1.4 GB, 1.3 GiB) copied, 207 s, 6.5 MB/s
1354760192 bytes (1.4 GB, 1.3 GiB) copied, 207 s, 6.5 MB/s
1358954496 bytes (1.4 GB, 1.3 GiB) copied, 208 s, 6.5 MB/s
1363148800 bytes (1.4 GB, 1.3 GiB) copied, 209 s, 6.5 MB/s
1367343104 bytes (1.4 GB, 1.3 GiB) copied, 209 s, 6.5 MB/s
1371537408 bytes (1.4 GB, 1.3 GiB) copied, 210 s, 6.5 MB/s
1375731712 bytes (1.4 GB, 1.3 GiB) copied, 210 s, 6.5 MB/s
1379926016 bytes (1.4 GB, 1.3 GiB) copied, 211 s, 6.5 MB/s
1384120320 bytes (1.4 GB, 1.3 GiB) copied, 212 s, 6.5 MB/s
1388314624 bytes (1.4 GB, 1.3 GiB) copied, 212 s, 6.5 MB/s
1392508928 bytes (1.4 GB, 1.3 GiB) copied, 213 s, 6.5 MB/s
1396703232 bytes (1.4 GB, 1.3 GiB) copied, 214 s, 6.5 MB/s
1400897536 bytes (1.4 GB, 1.3 GiB) copied, 214 s, 6.5 MB/s
1405091840 bytes (1.4 GB, 1.3 GiB) copied, 215 s, 6.5 MB/s
1409286144 bytes (1.4 GB, 1.3 GiB) copied, 216 s, 6.5 MB/s
1413480448 bytes (1.4 GB, 1.3 GiB) copied, 216 s, 6.5 MB/s
1417674752 bytes (1.4 GB, 1.3 GiB) copied, 217 s, 6.5 MB/s
1421869056 bytes (1.4 GB, 1.3 GiB) copied, 220 s, 6.5 MB/s
1426063360 bytes (1.4 GB, 1.3 GiB) copied, 227 s, 6.3 MB/s
1430257664 bytes (1.4 GB, 1.3 GiB) copied, 233 s, 6.1 MB/s
1434451968 bytes (1.4 GB, 1.3 GiB) copied, 238 s, 6.0 MB/s
1438646272 bytes (1.4 GB, 1.3 GiB) copied, 240 s, 6.0 MB/s
1442840576 bytes (1.4 GB, 1.3 GiB) copied, 246 s, 5.9 MB/s
1447034880 bytes (1.4 GB, 1.3 GiB) copied, 250 s, 5.8 MB/s
1451229184 bytes (1.5 GB, 1.4 GiB) copied, 254 s, 5.7 MB/s
1455423488 bytes (1.5 GB, 1.4 GiB) copied, 254 s, 5.7 MB/s
1459617792 bytes (1.5 GB, 1.4 GiB) copied, 255 s, 5.7 MB/s
1463812096 bytes (1.5 GB, 1.4 GiB) copied, 256 s, 5.7 MB/s
1468006400 bytes (1.5 GB, 1.4 GiB) copied, 256 s, 5.7 MB/s
1472200704 bytes (1.5 GB, 1.4 GiB) copied, 257 s, 5.7 MB/s
1476395008 bytes (1.5 GB, 1.4 GiB) copied, 258 s, 5.7 MB/s
1480589312 bytes (1.5 GB, 1.4 GiB) copied, 258 s, 5.7 MB/s
1484783616 bytes (1.5 GB, 1.4 GiB) copied, 259 s, 5.7 MB/s
1488977920 bytes (1.5 GB, 1.4 GiB) copied, 260 s, 5.7 MB/s
1493172224 bytes (1.5 GB, 1.4 GiB) copied, 260 s, 5.7 MB/s
1497366528 bytes (1.5 GB, 1.4 GiB) copied, 261 s, 5.7 MB/s
1501560832 bytes (1.5 GB, 1.4 GiB) copied, 262 s, 5.7 MB/s
1505755136 bytes (1.5 GB, 1.4 GiB) copied, 262 s, 5.7 MB/s
1509949440 bytes (1.5 GB, 1.4 GiB) copied, 263 s, 5.7 MB/s
1514143744 bytes (1.5 GB, 1.4 GiB) copied, 264 s, 5.7 MB/s
1518338048 bytes (1.5 GB, 1.4 GiB) copied, 265 s, 5.7 MB/s
1522532352 bytes (1.5 GB, 1.4 GiB) copied, 268 s, 5.7 MB/s
1526726656 bytes (1.5 GB, 1.4 GiB) copied, 272 s, 5.6 MB/s
1530920960 bytes (1.5 GB, 1.4 GiB) copied, 280 s, 5.5 MB/s
1535115264 bytes (1.5 GB, 1.4 GiB) copied, 286 s, 5.4 MB/s
1539309568 bytes (1.5 GB, 1.4 GiB) copied, 291 s, 5.3 MB/s
1543503872 bytes (1.5 GB, 1.4 GiB) copied, 297 s, 5.2 MB/s
1547698176 bytes (1.5 GB, 1.4 GiB) copied, 301 s, 5.1 MB/s
1551892480 bytes (1.6 GB, 1.4 GiB) copied, 302 s, 5.1 MB/s
1556086784 bytes (1.6 GB, 1.4 GiB) copied, 303 s, 5.1 MB/s
1560281088 bytes (1.6 GB, 1.5 GiB) copied, 303 s, 5.1 MB/s
1564475392 bytes (1.6 GB, 1.5 GiB) copied, 304 s, 5.1 MB/s
1568669696 bytes (1.6 GB, 1.5 GiB) copied, 305 s, 5.2 MB/s
1572864000 bytes (1.6 GB, 1.5 GiB) copied, 305 s, 5.2 MB/s
1577058304 bytes (1.6 GB, 1.5 GiB) copied, 307 s, 5.1 MB/s
1581252608 bytes (1.6 GB, 1.5 GiB) copied, 308 s, 5.1 MB/s
1585446912 bytes (1.6 GB, 1.5 GiB) copied, 309 s, 5.1 MB/s
1589641216 bytes (1.6 GB, 1.5 GiB) copied, 310 s, 5.1 MB/s
1593835520 bytes (1.6 GB, 1.5 GiB) copied, 310 s, 5.1 MB/s
1598029824 bytes (1.6 GB, 1.5 GiB) copied, 311 s, 5.1 MB/s
1602224128 bytes (1.6 GB, 1.5 GiB) copied, 312 s, 5.1 MB/s
1606418432 bytes (1.6 GB, 1.5 GiB) copied, 313 s, 5.1 MB/s
1610612736 bytes (1.6 GB, 1.5 GiB) copied, 314 s, 5.1 MB/s
1614807040 bytes (1.6 GB, 1.5 GiB) copied, 315 s, 5.1 MB/s
1619001344 bytes (1.6 GB, 1.5 GiB) copied, 315 s, 5.1 MB/s
1623195648 bytes (1.6 GB, 1.5 GiB) copied, 318 s, 5.1 MB/s
1627389952 bytes (1.6 GB, 1.5 GiB) copied, 323 s, 5.0 MB/s
1631584256 bytes (1.6 GB, 1.5 GiB) copied, 329 s, 5.0 MB/s
1635778560 bytes (1.6 GB, 1.5 GiB) copied, 338 s, 4.8 MB/s
1639972864 bytes (1.6 GB, 1.5 GiB) copied, 343 s, 4.8 MB/s
1644167168 bytes (1.6 GB, 1.5 GiB) copied, 348 s, 4.7 MB/s
1648361472 bytes (1.6 GB, 1.5 GiB) copied, 352 s, 4.7 MB/s
1652555776 bytes (1.7 GB, 1.5 GiB) copied, 356 s, 4.6 MB/s
1656750080 bytes (1.7 GB, 1.5 GiB) copied, 357 s, 4.6 MB/s
1660944384 bytes (1.7 GB, 1.5 GiB) copied, 358 s, 4.6 MB/s
1665138688 bytes (1.7 GB, 1.6 GiB) copied, 358 s, 4.6 MB/s
1669332992 bytes (1.7 GB, 1.6 GiB) copied, 359 s, 4.7 MB/s
1673527296 bytes (1.7 GB, 1.6 GiB) copied, 359 s, 4.7 MB/s
1677721600 bytes (1.7 GB, 1.6 GiB) copied, 360 s, 4.7 MB/s
1681915904 bytes (1.7 GB, 1.6 GiB) copied, 361 s, 4.7 MB/s
1686110208 bytes (1.7 GB, 1.6 GiB) copied, 362 s, 4.7 MB/s
1690304512 bytes (1.7 GB, 1.6 GiB) copied, 363 s, 4.7 MB/s
1694498816 bytes (1.7 GB, 1.6 GiB) copied, 363 s, 4.7 MB/s
1698693120 bytes (1.7 GB, 1.6 GiB) copied, 364 s, 4.7 MB/s
1702887424 bytes (1.7 GB, 1.6 GiB) copied, 364 s, 4.7 MB/s
1707081728 bytes (1.7 GB, 1.6 GiB) copied, 365 s, 4.7 MB/s
1711276032 bytes (1.7 GB, 1.6 GiB) copied, 365 s, 4.7 MB/s
1715470336 bytes (1.7 GB, 1.6 GiB) copied, 366 s, 4.7 MB/s
1719664640 bytes (1.7 GB, 1.6 GiB) copied, 367 s, 4.7 MB/s
1723858944 bytes (1.7 GB, 1.6 GiB) copied, 369 s, 4.7 MB/s
1728053248 bytes (1.7 GB, 1.6 GiB) copied, 374 s, 4.6 MB/s
1732247552 bytes (1.7 GB, 1.6 GiB) copied, 380 s, 4.6 MB/s
1736441856 bytes (1.7 GB, 1.6 GiB) copied, 386 s, 4.5 MB/s
1740636160 bytes (1.7 GB, 1.6 GiB) copied, 394 s, 4.4 MB/s
1744830464 bytes (1.7 GB, 1.6 GiB) copied, 398 s, 4.4 MB/s
1749024768 bytes (1.7 GB, 1.6 GiB) copied, 402 s, 4.4 MB/s
1753219072 bytes (1.8 GB, 1.6 GiB) copied, 406 s, 4.3 MB/s
1757413376 bytes (1.8 GB, 1.6 GiB) copied, 406 s, 4.3 MB/s
1761607680 bytes (1.8 GB, 1.6 GiB) copied, 407 s, 4.3 MB/s
1765801984 bytes (1.8 GB, 1.6 GiB) copied, 408 s, 4.3 MB/s
1769996288 bytes (1.8 GB, 1.6 GiB) copied, 408 s, 4.3 MB/s
1774190592 bytes (1.8 GB, 1.7 GiB) copied, 409 s, 4.3 MB/s
1778384896 bytes (1.8 GB, 1.7 GiB) copied, 409 s, 4.3 MB/s
1782579200 bytes (1.8 GB, 1.7 GiB) copied, 409 s, 4.4 MB/s
1786773504 bytes (1.8 GB, 1.7 GiB) copied, 410 s, 4.4 MB/s
1790967808 bytes (1.8 GB, 1.7 GiB) copied, 410 s, 4.4 MB/s
1795162112 bytes (1.8 GB, 1.7 GiB) copied, 411 s, 4.4 MB/s
1799356416 bytes (1.8 GB, 1.7 GiB) copied, 411 s, 4.4 MB/s
1803550720 bytes (1.8 GB, 1.7 GiB) copied, 412 s, 4.4 MB/s
1807745024 bytes (1.8 GB, 1.7 GiB) copied, 413 s, 4.4 MB/s
1811939328 bytes (1.8 GB, 1.7 GiB) copied, 413 s, 4.4 MB/s
1816133632 bytes (1.8 GB, 1.7 GiB) copied, 414 s, 4.4 MB/s
1820327936 bytes (1.8 GB, 1.7 GiB) copied, 414 s, 4.4 MB/s
1824522240 bytes (1.8 GB, 1.7 GiB) copied, 417 s, 4.4 MB/s
1828716544 bytes (1.8 GB, 1.7 GiB) copied, 421 s, 4.3 MB/s
1832910848 bytes (1.8 GB, 1.7 GiB) copied, 427 s, 4.3 MB/s
1837105152 bytes (1.8 GB, 1.7 GiB) copied, 433 s, 4.2 MB/s
1841299456 bytes (1.8 GB, 1.7 GiB) copied, 438 s, 4.2 MB/s
1845493760 bytes (1.8 GB, 1.7 GiB) copied, 444 s, 4.2 MB/s
1849688064 bytes (1.8 GB, 1.7 GiB) copied, 451 s, 4.1 MB/s
1853882368 bytes (1.9 GB, 1.7 GiB) copied, 455 s, 4.1 MB/s
1858076672 bytes (1.9 GB, 1.7 GiB) copied, 455 s, 4.1 MB/s
1862270976 bytes (1.9 GB, 1.7 GiB) copied, 456 s, 4.1 MB/s
1866465280 bytes (1.9 GB, 1.7 GiB) copied, 456 s, 4.1 MB/s
1870659584 bytes (1.9 GB, 1.7 GiB) copied, 457 s, 4.1 MB/s
1874853888 bytes (1.9 GB, 1.7 GiB) copied, 458 s, 4.1 MB/s
1879048192 bytes (1.9 GB, 1.8 GiB) copied, 458 s, 4.1 MB/s
1883242496 bytes (1.9 GB, 1.8 GiB) copied, 459 s, 4.1 MB/s
1887436800 bytes (1.9 GB, 1.8 GiB) copied, 459 s, 4.1 MB/s
1891631104 bytes (1.9 GB, 1.8 GiB) copied, 460 s, 4.1 MB/s
1895825408 bytes (1.9 GB, 1.8 GiB) copied, 461 s, 4.1 MB/s
1900019712 bytes (1.9 GB, 1.8 GiB) copied, 461 s, 4.1 MB/s
1904214016 bytes (1.9 GB, 1.8 GiB) copied, 462 s, 4.1 MB/s
1908408320 bytes (1.9 GB, 1.8 GiB) copied, 462 s, 4.1 MB/s
1912602624 bytes (1.9 GB, 1.8 GiB) copied, 463 s, 4.1 MB/s
1916796928 bytes (1.9 GB, 1.8 GiB) copied, 463 s, 4.1 MB/s
1920991232 bytes (1.9 GB, 1.8 GiB) copied, 464 s, 4.1 MB/s
1925185536 bytes (1.9 GB, 1.8 GiB) copied, 467 s, 4.1 MB/s
1929379840 bytes (1.9 GB, 1.8 GiB) copied, 469 s, 4.1 MB/s
1933574144 bytes (1.9 GB, 1.8 GiB) copied, 473 s, 4.1 MB/s
1937768448 bytes (1.9 GB, 1.8 GiB) copied, 477 s, 4.1 MB/s
1941962752 bytes (1.9 GB, 1.8 GiB) copied, 480 s, 4.0 MB/s
1946157056 bytes (1.9 GB, 1.8 GiB) copied, 481 s, 4.0 MB/s
1950351360 bytes (2.0 GB, 1.8 GiB) copied, 486 s, 4.0 MB/s
1954545664 bytes (2.0 GB, 1.8 GiB) copied, 490 s, 4.0 MB/s
1958739968 bytes (2.0 GB, 1.8 GiB) copied, 491 s, 4.0 MB/s
1962934272 bytes (2.0 GB, 1.8 GiB) copied, 492 s, 4.0 MB/s
1967128576 bytes (2.0 GB, 1.8 GiB) copied, 493 s, 4.0 MB/s
1971322880 bytes (2.0 GB, 1.8 GiB) copied, 494 s, 4.0 MB/s
1975517184 bytes (2.0 GB, 1.8 GiB) copied, 495 s, 4.0 MB/s
1979711488 bytes (2.0 GB, 1.8 GiB) copied, 497 s, 4.0 MB/s
1983905792 bytes (2.0 GB, 1.8 GiB) copied, 498 s, 4.0 MB/s
1988100096 bytes (2.0 GB, 1.9 GiB) copied, 499 s, 4.0 MB/s
1992294400 bytes (2.0 GB, 1.9 GiB) copied, 500 s, 4.0 MB/s
1996488704 bytes (2.0 GB, 1.9 GiB) copied, 501 s, 4.0 MB/s
2000683008 bytes (2.0 GB, 1.9 GiB) copied, 501 s, 4.0 MB/s
2004877312 bytes (2.0 GB, 1.9 GiB) copied, 502 s, 4.0 MB/s
2009071616 bytes (2.0 GB, 1.9 GiB) copied, 502 s, 4.0 MB/s
2013265920 bytes (2.0 GB, 1.9 GiB) copied, 503 s, 4.0 MB/s
2017460224 bytes (2.0 GB, 1.9 GiB) copied, 503 s, 4.0 MB/s
2021654528 bytes (2.0 GB, 1.9 GiB) copied, 505 s, 4.0 MB/s
2025848832 bytes (2.0 GB, 1.9 GiB) copied, 510 s, 4.0 MB/s
2030043136 bytes (2.0 GB, 1.9 GiB) copied, 515 s, 3.9 MB/s
2034237440 bytes (2.0 GB, 1.9 GiB) copied, 521 s, 3.9 MB/s
2038431744 bytes (2.0 GB, 1.9 GiB) copied, 526 s, 3.9 MB/s
2042626048 bytes (2.0 GB, 1.9 GiB) copied, 531 s, 3.8 MB/s
2046820352 bytes (2.0 GB, 1.9 GiB) copied, 536 s, 3.8 MB/s
2051014656 bytes (2.1 GB, 1.9 GiB) copied, 540 s, 3.8 MB/s
2055208960 bytes (2.1 GB, 1.9 GiB) copied, 542 s, 3.8 MB/s
2059403264 bytes (2.1 GB, 1.9 GiB) copied, 543 s, 3.8 MB/s
2063597568 bytes (2.1 GB, 1.9 GiB) copied, 543 s, 3.8 MB/s
2067791872 bytes (2.1 GB, 1.9 GiB) copied, 544 s, 3.8 MB/s
2071986176 bytes (2.1 GB, 1.9 GiB) copied, 545 s, 3.8 MB/s
2076180480 bytes (2.1 GB, 1.9 GiB) copied, 545 s, 3.8 MB/s
2080374784 bytes (2.1 GB, 1.9 GiB) copied, 546 s, 3.8 MB/s
2084569088 bytes (2.1 GB, 1.9 GiB) copied, 546 s, 3.8 MB/s
