received 50.0 MiB in 109s
received 100.0 MiB in 180s
received 150.0 MiB in 255s
received 200.2 MiB in 312s
received 250.2 MiB in 365s
received 300.0 MiB in 455s
received 350.2 MiB in 497s
received 400.1 MiB in 549s
received 450.0 MiB in 674s
received 500.0 MiB in 764s
received 550.2 MiB in 792s
received 600.0 MiB in 840s
received 650.1 MiB in 880s
received 700.0 MiB in 944s
received 750.0 MiB in 999s
received 800.2 MiB in 1084s
received 850.1 MiB in 1152s
received 900.0 MiB in 1253s
received 950.1 MiB in 1367s
[sudo] password for pi: 
3418357760 bytes (3.4 GB, 3.2 GiB) copied, 1103 s, 3.1 MB/s
3422552064 bytes (3.4 GB, 3.2 GiB) copied, 1104 s, 3.1 MB/s
3426746368 bytes (3.4 GB, 3.2 GiB) copied, 1105 s, 3.1 MB/s
3430940672 bytes (3.4 GB, 3.2 GiB) copied, 1106 s, 3.1 MB/s
3435134976 bytes (3.4 GB, 3.2 GiB) copied, 1111 s, 3.1 MB/s
3439329280 bytes (3.4 GB, 3.2 GiB) copied, 1115 s, 3.1 MB/s
3443523584 bytes (3.4 GB, 3.2 GiB) copied, 1121 s, 3.1 MB/s
3447717888 bytes (3.4 GB, 3.2 GiB) copied, 1127 s, 3.1 MB/s
3451912192 bytes (3.5 GB, 3.2 GiB) copied, 1132 s, 3.1 MB/s
3456106496 bytes (3.5 GB, 3.2 GiB) copied, 1140 s, 3.0 MB/s
3460300800 bytes (3.5 GB, 3.2 GiB) copied, 1145 s, 3.0 MB/s
3464495104 bytes (3.5 GB, 3.2 GiB) copied, 1146 s, 3.0 MB/s
3468689408 bytes (3.5 GB, 3.2 GiB) copied, 1147 s, 3.0 MB/s
3472883712 bytes (3.5 GB, 3.2 GiB) copied, 1147 s, 3.0 MB/s
3477078016 bytes (3.5 GB, 3.2 GiB) copied, 1147 s, 3.0 MB/s
3481272320 bytes (3.5 GB, 3.2 GiB) copied, 1148 s, 3.0 MB/s
3485466624 bytes (3.5 GB, 3.2 GiB) copied, 1148 s, 3.0 MB/s
3489660928 bytes (3.5 GB, 3.2 GiB) copied, 1149 s, 3.0 MB/s
3493855232 bytes (3.5 GB, 3.3 GiB) copied, 1149 s, 3.0 MB/s
3498049536 bytes (3.5 GB, 3.3 GiB) copied, 1150 s, 3.0 MB/s
3502243840 bytes (3.5 GB, 3.3 GiB) copied, 1150 s, 3.0 MB/s
3506438144 bytes (3.5 GB, 3.3 GiB) copied, 1151 s, 3.0 MB/s
3510632448 bytes (3.5 GB, 3.3 GiB) copied, 1152 s, 3.0 MB/s
3514826752 bytes (3.5 GB, 3.3 GiB) copied, 1152 s, 3.1 MB/s
3519021056 bytes (3.5 GB, 3.3 GiB) copied, 1153 s, 3.1 MB/s
3523215360 bytes (3.5 GB, 3.3 GiB) copied, 1153 s, 3.1 MB/s
3527409664 bytes (3.5 GB, 3.3 GiB) copied, 1154 s, 3.1 MB/s
3531603968 bytes (3.5 GB, 3.3 GiB) copied, 1154 s, 3.1 MB/s
3535798272 bytes (3.5 GB, 3.3 GiB) copied, 1159 s, 3.1 MB/s
3539992576 bytes (3.5 GB, 3.3 GiB) copied, 1163 s, 3.0 MB/s
3544186880 bytes (3.5 GB, 3.3 GiB) copied, 1170 s, 3.0 MB/s
3548381184 bytes (3.5 GB, 3.3 GiB) copied, 1175 s, 3.0 MB/s
3552575488 bytes (3.6 GB, 3.3 GiB) copied, 1180 s, 3.0 MB/s
3556769792 bytes (3.6 GB, 3.3 GiB) copied, 1188 s, 3.0 MB/s
3560964096 bytes (3.6 GB, 3.3 GiB) copied, 1194 s, 3.0 MB/s
3565158400 bytes (3.6 GB, 3.3 GiB) copied, 1195 s, 3.0 MB/s
3569352704 bytes (3.6 GB, 3.3 GiB) copied, 1196 s, 3.0 MB/s
3573547008 bytes (3.6 GB, 3.3 GiB) copied, 1196 s, 3.0 MB/s
3577741312 bytes (3.6 GB, 3.3 GiB) copied, 1197 s, 3.0 MB/s
3581935616 bytes (3.6 GB, 3.3 GiB) copied, 1198 s, 3.0 MB/s
3586129920 bytes (3.6 GB, 3.3 GiB) copied, 1199 s, 3.0 MB/s
3590324224 bytes (3.6 GB, 3.3 GiB) copied, 1200 s, 3.0 MB/s
3594518528 bytes (3.6 GB, 3.3 GiB) copied, 1201 s, 3.0 MB/s
3598712832 bytes (3.6 GB, 3.4 GiB) copied, 1201 s, 3.0 MB/s
3602907136 bytes (3.6 GB, 3.4 GiB) copied, 1202 s, 3.0 MB/s
3607101440 bytes (3.6 GB, 3.4 GiB) copied, 1203 s, 3.0 MB/s
3611295744 bytes (3.6 GB, 3.4 GiB) copied, 1203 s, 3.0 MB/s
3615490048 bytes (3.6 GB, 3.4 GiB) copied, 1204 s, 3.0 MB/s
3619684352 bytes (3.6 GB, 3.4 GiB) copied, 1205 s, 3.0 MB/s
3623878656 bytes (3.6 GB, 3.4 GiB) copied, 1205 s, 3.0 MB/s
3628072960 bytes (3.6 GB, 3.4 GiB) copied, 1206 s, 3.0 MB/s
3632267264 bytes (3.6 GB, 3.4 GiB) copied, 1207 s, 3.0 MB/s
3636461568 bytes (3.6 GB, 3.4 GiB) copied, 1213 s, 3.0 MB/s
3640655872 bytes (3.6 GB, 3.4 GiB) copied, 1217 s, 3.0 MB/s
3644850176 bytes (3.6 GB, 3.4 GiB) copied, 1224 s, 3.0 MB/s
3649044480 bytes (3.6 GB, 3.4 GiB) copied, 1231 s, 3.0 MB/s
3653238784 bytes (3.7 GB, 3.4 GiB) copied, 1235 s, 3.0 MB/s
3657433088 bytes (3.7 GB, 3.4 GiB) copied, 1241 s, 2.9 MB/s
3661627392 bytes (3.7 GB, 3.4 GiB) copied, 1249 s, 2.9 MB/s
3665821696 bytes (3.7 GB, 3.4 GiB) copied, 1251 s, 2.9 MB/s
3670016000 bytes (3.7 GB, 3.4 GiB) copied, 1252 s, 2.9 MB/s
3674210304 bytes (3.7 GB, 3.4 GiB) copied, 1252 s, 2.9 MB/s
3678404608 bytes (3.7 GB, 3.4 GiB) copied, 1253 s, 2.9 MB/s
3682598912 bytes (3.7 GB, 3.4 GiB) copied, 1253 s, 2.9 MB/s
3686793216 bytes (3.7 GB, 3.4 GiB) copied, 1254 s, 2.9 MB/s
3690987520 bytes (3.7 GB, 3.4 GiB) copied, 1256 s, 2.9 MB/s
3695181824 bytes (3.7 GB, 3.4 GiB) copied, 1256 s, 2.9 MB/s
3699376128 bytes (3.7 GB, 3.4 GiB) copied, 1257 s, 2.9 MB/s
3703570432 bytes (3.7 GB, 3.4 GiB) copied, 1257 s, 2.9 MB/s
3707764736 bytes (3.7 GB, 3.5 GiB) copied, 1257 s, 2.9 MB/s
3711959040 bytes (3.7 GB, 3.5 GiB) copied, 1258 s, 3.0 MB/s
3716153344 bytes (3.7 GB, 3.5 GiB) copied, 1258 s, 3.0 MB/s
3720347648 bytes (3.7 GB, 3.5 GiB) copied, 1259 s, 3.0 MB/s
3724541952 bytes (3.7 GB, 3.5 GiB) copied, 1259 s, 3.0 MB/s
3728736256 bytes (3.7 GB, 3.5 GiB) copied, 1260 s, 3.0 MB/s
3732930560 bytes (3.7 GB, 3.5 GiB) copied, 1261 s, 3.0 MB/s
3737124864 bytes (3.7 GB, 3.5 GiB) copied, 1267 s, 2.9 MB/s
3741319168 bytes (3.7 GB, 3.5 GiB) copied, 1272 s, 2.9 MB/s
3745513472 bytes (3.7 GB, 3.5 GiB) copied, 1279 s, 2.9 MB/s
3749707776 bytes (3.7 GB, 3.5 GiB) copied, 1286 s, 2.9 MB/s
3753902080 bytes (3.8 GB, 3.5 GiB) copied, 1290 s, 2.9 MB/s
3758096384 bytes (3.8 GB, 3.5 GiB) copied, 1296 s, 2.9 MB/s
3762290688 bytes (3.8 GB, 3.5 GiB) copied, 1304 s, 2.9 MB/s
3766484992 bytes (3.8 GB, 3.5 GiB) copied, 1305 s, 2.9 MB/s
3770679296 bytes (3.8 GB, 3.5 GiB) copied, 1306 s, 2.9 MB/s
3774873600 bytes (3.8 GB, 3.5 GiB) copied, 1307 s, 2.9 MB/s
3779067904 bytes (3.8 GB, 3.5 GiB) copied, 1307 s, 2.9 MB/s
3783262208 bytes (3.8 GB, 3.5 GiB) copied, 1308 s, 2.9 MB/s
3787456512 bytes (3.8 GB, 3.5 GiB) copied, 1309 s, 2.9 MB/s
3791650816 bytes (3.8 GB, 3.5 GiB) copied, 1311 s, 2.9 MB/s
3795845120 bytes (3.8 GB, 3.5 GiB) copied, 1312 s, 2.9 MB/s
3800039424 bytes (3.8 GB, 3.5 GiB) copied, 1312 s, 2.9 MB/s
3804233728 bytes (3.8 GB, 3.5 GiB) copied, 1313 s, 2.9 MB/s
3808428032 bytes (3.8 GB, 3.5 GiB) copied, 1314 s, 2.9 MB/s
3812622336 bytes (3.8 GB, 3.6 GiB) copied, 1314 s, 2.9 MB/s
3816816640 bytes (3.8 GB, 3.6 GiB) copied, 1315 s, 2.9 MB/s
3821010944 bytes (3.8 GB, 3.6 GiB) copied, 1315 s, 2.9 MB/s
3825205248 bytes (3.8 GB, 3.6 GiB) copied, 1316 s, 2.9 MB/s
3829399552 bytes (3.8 GB, 3.6 GiB) copied, 1317 s, 2.9 MB/s
3833593856 bytes (3.8 GB, 3.6 GiB) copied, 1319 s, 2.9 MB/s
3837788160 bytes (3.8 GB, 3.6 GiB) copied, 1324 s, 2.9 MB/s
3841982464 bytes (3.8 GB, 3.6 GiB) copied, 1328 s, 2.9 MB/s
3846176768 bytes (3.8 GB, 3.6 GiB) copied, 1335 s, 2.9 MB/s
3850371072 bytes (3.9 GB, 3.6 GiB) copied, 1341 s, 2.9 MB/s
3854565376 bytes (3.9 GB, 3.6 GiB) copied, 1345 s, 2.9 MB/s
3858759680 bytes (3.9 GB, 3.6 GiB) copied, 1353 s, 2.9 MB/s
3862953984 bytes (3.9 GB, 3.6 GiB) copied, 1357 s, 2.8 MB/s
3867148288 bytes (3.9 GB, 3.6 GiB) copied, 1359 s, 2.8 MB/s
3871342592 bytes (3.9 GB, 3.6 GiB) copied, 1359 s, 2.8 MB/s
3875536896 bytes (3.9 GB, 3.6 GiB) copied, 1360 s, 2.9 MB/s
3879731200 bytes (3.9 GB, 3.6 GiB) copied, 1360 s, 2.9 MB/s
3883925504 bytes (3.9 GB, 3.6 GiB) copied, 1361 s, 2.9 MB/s
3888119808 bytes (3.9 GB, 3.6 GiB) copied, 1361 s, 2.9 MB/s
3892314112 bytes (3.9 GB, 3.6 GiB) copied, 1362 s, 2.9 MB/s
3896508416 bytes (3.9 GB, 3.6 GiB) copied, 1363 s, 2.9 MB/s
3900702720 bytes (3.9 GB, 3.6 GiB) copied, 1363 s, 2.9 MB/s
3904897024 bytes (3.9 GB, 3.6 GiB) copied, 1364 s, 2.9 MB/s
3909091328 bytes (3.9 GB, 3.6 GiB) copied, 1364 s, 2.9 MB/s
3913285632 bytes (3.9 GB, 3.6 GiB) copied, 1365 s, 2.9 MB/s
3917479936 bytes (3.9 GB, 3.6 GiB) copied, 1365 s, 2.9 MB/s
3921674240 bytes (3.9 GB, 3.7 GiB) copied, 1366 s, 2.9 MB/s
3925868544 bytes (3.9 GB, 3.7 GiB) copied, 1366 s, 2.9 MB/s
3930062848 bytes (3.9 GB, 3.7 GiB) copied, 1367 s, 2.9 MB/s
3934257152 bytes (3.9 GB, 3.7 GiB) copied, 1368 s, 2.9 MB/s
3938451456 bytes (3.9 GB, 3.7 GiB) copied, 1373 s, 2.9 MB/s
3942645760 bytes (3.9 GB, 3.7 GiB) copied, 1377 s, 2.9 MB/s
3946840064 bytes (3.9 GB, 3.7 GiB) copied, 1384 s, 2.9 MB/s
3951034368 bytes (4.0 GB, 3.7 GiB) copied, 1390 s, 2.8 MB/s
3955228672 bytes (4.0 GB, 3.7 GiB) copied, 1394 s, 2.8 MB/s
3959422976 bytes (4.0 GB, 3.7 GiB) copied, 1400 s, 2.8 MB/s
3960471552 bytes (4.0 GB, 3.7 GiB) copied, 1403 s, 2.8 MB/s
dd: error reading '/dev/mmcblk1': Input/output error
944+1 records in
944+1 records out
3960471552 bytes (4.0 GB, 3.7 GiB) copied, 1403.62 s, 2.8 MB/s
exit_remote

channel_exit=0 total_bytes=1003068310
